Año;Ramas de actividad;Tamaño de la empresa;Tipo de indicador;Total
2004;TOTAL EMPRESAS;Menos de 250 empleados;Gastos totales (miles de euros);5569910
2004;TOTAL EMPRESAS;250 y más empleados;Gastos totales (miles de euros);6920903
2004;TOTAL EMPRESAS;Total;Gastos totales (miles de euros);12490813
2004;TOTAL EMPRESAS;Menos de 250 empleados;I+D interna;36.87
2004;TOTAL EMPRESAS;250 y más empleados;I+D interna;38.8
2004;TOTAL EMPRESAS;Total;I+D interna;37.94
2004;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de  I+D (I+D externa);14.69
2004;TOTAL EMPRESAS;250 y más empleados;Adquisición de  I+D (I+D externa);21.75
2004;TOTAL EMPRESAS;Total;Adquisición de  I+D (I+D externa);18.6
2004;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;41.53
2004;TOTAL EMPRESAS;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;26.24
2004;TOTAL EMPRESAS;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;33.06
2004;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;1.03
2004;TOTAL EMPRESAS;250 y más empleados;Adquisición de otros conocimientos externos para innovación;5.87
2004;TOTAL EMPRESAS;Total;Adquisición de otros conocimientos externos para innovación;3.71
2004;TOTAL EMPRESAS;Menos de 250 empleados;Formación para actividades de innovación;0.65
2004;TOTAL EMPRESAS;250 y más empleados;Formación para actividades de innovación;0.97
2004;TOTAL EMPRESAS;Total;Formación para actividades de innovación;0.83
2004;TOTAL EMPRESAS;Menos de 250 empleados;Introducción de innovaciones en el mercado;2.49
2004;TOTAL EMPRESAS;250 y más empleados;Introducción de innovaciones en el mercado;2.64
2004;TOTAL EMPRESAS;Total;Introducción de innovaciones en el mercado;2.57
2004;TOTAL EMPRESAS;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;2.74
2004;TOTAL EMPRESAS;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;3.72
2004;TOTAL EMPRESAS;Total;Diseño, otros preparativos para producción y/o distribución;3.28
2004;TOTAL INDUSTRIA;Menos de 250 empleados;Gastos totales (miles de euros);2864248
2004;TOTAL INDUSTRIA;250 y más empleados;Gastos totales (miles de euros);4055447
2004;TOTAL INDUSTRIA;Total;Gastos totales (miles de euros);6919695
2004;TOTAL INDUSTRIA;Menos de 250 empleados;I+D interna;34.19
2004;TOTAL INDUSTRIA;250 y más empleados;I+D interna;43.96
2004;TOTAL INDUSTRIA;Total;I+D interna;39.92
2004;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de  I+D (I+D externa);12.72
2004;TOTAL INDUSTRIA;250 y más empleados;Adquisición de  I+D (I+D externa);24.16
2004;TOTAL INDUSTRIA;Total;Adquisición de  I+D (I+D externa);19.42
2004;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;43.47
2004;TOTAL INDUSTRIA;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;19.79
2004;TOTAL INDUSTRIA;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;29.59
2004;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;0.8
2004;TOTAL INDUSTRIA;250 y más empleados;Adquisición de otros conocimientos externos para innovación;4.4
2004;TOTAL INDUSTRIA;Total;Adquisición de otros conocimientos externos para innovación;2.91
2004;TOTAL INDUSTRIA;Menos de 250 empleados;Formación para actividades de innovación;0.5
2004;TOTAL INDUSTRIA;250 y más empleados;Formación para actividades de innovación;0.59
2004;TOTAL INDUSTRIA;Total;Formación para actividades de innovación;0.55
2004;TOTAL INDUSTRIA;Menos de 250 empleados;Introducción de innovaciones en el mercado;3.56
2004;TOTAL INDUSTRIA;250 y más empleados;Introducción de innovaciones en el mercado;3.01
2004;TOTAL INDUSTRIA;Total;Introducción de innovaciones en el mercado;3.24
2004;TOTAL INDUSTRIA;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;4.77
2004;TOTAL INDUSTRIA;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;4.09
2004;TOTAL INDUSTRIA;Total;Diseño, otros preparativos para producción y/o distribución;4.37
2004;TOTAL SERVICIOS;Menos de 250 empleados;Gastos totales (miles de euros);2150816
2004;TOTAL SERVICIOS;250 y más empleados;Gastos totales (miles de euros);2705178
2004;TOTAL SERVICIOS;Total;Gastos totales (miles de euros);4855994
2004;TOTAL SERVICIOS;Menos de 250 empleados;I+D interna;48.61
2004;TOTAL SERVICIOS;250 y más empleados;I+D interna;31.9
2004;TOTAL SERVICIOS;Total;I+D interna;39.3
2004;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de  I+D (I+D externa);11.62
2004;TOTAL SERVICIOS;250 y más empleados;Adquisición de  I+D (I+D externa);19.06
2004;TOTAL SERVICIOS;Total;Adquisición de  I+D (I+D externa);15.76
2004;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;35.14
2004;TOTAL SERVICIOS;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;33.74
2004;TOTAL SERVICIOS;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;34.36
2004;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;1.32
2004;TOTAL SERVICIOS;250 y más empleados;Adquisición de otros conocimientos externos para innovación;8.22
2004;TOTAL SERVICIOS;Total;Adquisición de otros conocimientos externos para innovación;5.16
2004;TOTAL SERVICIOS;Menos de 250 empleados;Formación para actividades de innovación;0.97
2004;TOTAL SERVICIOS;250 y más empleados;Formación para actividades de innovación;1.57
2004;TOTAL SERVICIOS;Total;Formación para actividades de innovación;1.31
2004;TOTAL SERVICIOS;Menos de 250 empleados;Introducción de innovaciones en el mercado;1.68
2004;TOTAL SERVICIOS;250 y más empleados;Introducción de innovaciones en el mercado;2.23
2004;TOTAL SERVICIOS;Total;Introducción de innovaciones en el mercado;1.99
2004;TOTAL SERVICIOS;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;0.66
2004;TOTAL SERVICIOS;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;3.28
2004;TOTAL SERVICIOS;Total;Diseño, otros preparativos para producción y/o distribución;2.12
